sr,stop_id,stop_name,stop_desc,source,rank,stop_lat,stop_lon,po_code
1297,PO_1297,Tippapur -503101,503101,postoffice,7,18.19465,78.36539,200472
1298,PO_1298,Vailpally -508253,508253,postoffice,7,17.09664,78.89672,335552
1299,PO_1299,Togatta -502130,502130,postoffice,7,18.07598,78.24665,192515
1300,PO_1300,Vanipakala,,postoffice,7,17.24384,79.15619,184557
1301,PO_1301,Velmakanna -502316,502316,postoffice,7,17.91511,78.23385,298083
1302,PO_1302,Vattimarthi -508254,508254,postoffice,7,17.22571,79.15812,202121
1303,PO_1303,Venkatapur,,postoffice,7,18.03272,78.30822,291246
1304,PO_1304,Vattipally -508245,508245,postoffice,7,16.93842,78.87741,193136
1305,PO_1305,Wariguntham,,postoffice,7,17.94326,78.1706,176443
1306,PO_1306,Velmakanne -508253,508253,postoffice,7,17.09128,78.95602,330723
1307,PO_1307,Velmakanne -508253,508253,postoffice,7,17.09133,78.95585,330712
1308,PO_1308,Velmakanne -508253,508253,postoffice,7,17.09118,78.9559,334155
1309,PO_1309,Yellapur -502125,502125,postoffice,7,18.02925,78.19722,196331
1310,PO_1310,Velmakanne -508253,508253,postoffice,7,17.09127,78.956,335509
1311,PO_1311,Velminedu,,postoffice,7,17.23894,79.02368,186364
1312,PO_1312,Vtnagar -508245,508245,postoffice,7,16.97131,78.72976,197082
1313,PO_1313,Yenagandla,,postoffice,7,17.91956,78.0901,188374
1314,PO_1314,Yelikatta -508114,508114,postoffice,7,17.16331,79.10412,178687
1315,PO_1315,Yousufpet So -502331,502331,postoffice,7,18.04427,78.13627,196273
1316,PO_1316,Yelikatta -508114,508114,postoffice,7,17.16331,79.10412,178738
1317,PO_1317,Yellanki -508113,508113,postoffice,7,17.29288,79.02368,175401
1318,PO_1318,Ahamadipur Bo -502278,502278,postoffice,7,17.92392,78.72315,247220
1319,PO_1319,Yellareddiguda -508254,508254,postoffice,7,17.16448,79.20775,202395
1320,PO_1320,Almaipet -502273,502273,postoffice,7,17.77917,78.09399,167419
1321,PO_1321,Alwal,,postoffice,7,18.03881,78.67423,218500
1322,PO_1322,Anajipur Bo -502278,502278,postoffice,7,17.94993,78.65066,247064
1323,PO_1323,Anantsagar -502247,502247,postoffice,7,17.97864,78.48654,218475
1324,PO_1324,Ande -502108,502108,postoffice,7,18.05002,78.70014,208374
1325,PO_1325,Bandaposanipalli -502117,502117,postoffice,7,17.94899,78.32701,272227
1326,PO_1326,Bangla Venkatapur,,postoffice,7,17.84683,78.59136,272158
1327,PO_1327,Bayyaram Bo -502278,502278,postoffice,7,17.8809,78.67438,247533
1328,PO_1328,Bayyaram Bo -502278,502278,postoffice,7,17.8809,78.67438,251118
1329,PO_1329,Begumpet,,postoffice,7,17.85058,78.56894,272162
1330,PO_1330,Bejgaon Bo -502278,502278,postoffice,7,17.92228,78.67505,247475
1331,PO_1331,Bhagirthipalli -503101,503101,postoffice,7,18.1278,78.46656,228717
1332,PO_1332,Bhoompally,,postoffice,7,18.11343,78.59548,201687
1333,PO_1333,Bonal,,postoffice,7,18.03298,78.54469,218482
1334,PO_1334,Brahmanpally -502334,502334,postoffice,7,17.841,78.44799,272204
1335,PO_1335,Chandaipet,,postoffice,7,17.92984,78.51862,218505
1336,PO_1336,Chandampet -502255,502255,postoffice,7,17.9689,78.42173,272216
1337,PO_1337,Chandi -502334,502334,postoffice,7,17.78538,78.39009,172638
1338,PO_1338,Chegunta -502255,502255,postoffice,7,17.97374,78.46199,179207
1339,PO_1339,Chepur -508256,508256,postoffice,7,16.83967,79.14442,197509
1340,PO_1340,Chelmeda -502102,502102,postoffice,7,18.13807,78.50776,201702
1341,PO_1341,Cheppial,,postoffice,7,18.03583,78.65271,218496
1342,PO_1342,Chinna Gotimukla Bo -502313,502313,postoffice,7,17.76217,78.35049,170802
1343,PO_1343,Chinnashivnoor -502255,502255,postoffice,7,17.94076,78.48566,272214
1344,PO_1344,Chittapur,,postoffice,7,18.13103,78.61958,208389
1345,PO_1345,Daripalli,,postoffice,7,17.91989,78.39106,272224
1346,PO_1346,Dharmajipet,,postoffice,7,18.15411,78.64008,208385
1347,PO_1347,Dharmaram -502108,502108,postoffice,7,18.12273,78.68963,208378
1348,PO_1348,Dharmareddy Palli Bo -502278,502278,postoffice,7,17.8531,78.64656,246471
1349,PO_1349,Dilalpur Bo -502278,502278,postoffice,7,17.93804,78.67903,250170
1350,PO_1350,Dommat,,postoffice,7,18.01205,78.62243,218494
1351,PO_1351,Dongal Dharmaram,,postoffice,7,18.05886,78.49974,201552
1352,PO_1352,Donthi -502334,502334,postoffice,7,17.81483,78.41547,251995
1353,PO_1353,Doulatabad -502247,502247,postoffice,7,17.98898,78.56986,218486
1354,PO_1354,Gurrampode -508256,508256,postoffice,7,16.86699,79.11005,172761
1355,PO_1355,Engurthy,,postoffice,7,18.15345,78.59692,208391
1356,PO_1356,Etigaddakistapur B.O. -502301,502301,postoffice,7,17.97022,78.71908,193179
1357,PO_1357,Gavvalapalli -502248,502248,postoffice,7,17.98751,78.375,271982
1358,PO_1358,Ghanpur,,postoffice,7,17.80776,78.50388,271928
1359,PO_1359,Ghanpur B O -502114,502114,postoffice,7,18.04827,78.74956,178435
1360,PO_1360,Gudikandula B O -502114,502114,postoffice,7,18.0552,78.73491,178515
1361,PO_1361,Gundareddypally -502335,502335,postoffice,7,17.86352,78.50965,172642
1362,PO_1362,Habshipur,,postoffice,7,18.13175,78.66898,208380
1363,PO_1363,Ibrahimpur,,postoffice,7,18.02388,78.52484,218478
1364,PO_1364,Indupriyal,,postoffice,7,17.9251,78.56189,218502
1365,PO_1365,Islampur,,postoffice,7,17.87359,78.4824,272207
1366,PO_1366,Issanagar -503125,503125,postoffice,7,18.18372,78.51294,181597
1367,PO_1367,Koppole -508256,508256,postoffice,7,16.9006,79.15299,180957
1368,PO_1368,Jaligaon Bo -502278,502278,postoffice,7,17.87217,78.65707,251134
1369,PO_1369,Jangapally,,postoffice,7,18.05043,78.60346,201677
1370,PO_1370,Kalvakunta -502102,502102,postoffice,7,18.09249,78.56297,201571
1371,PO_1371,Kangal B O -502114,502114,postoffice,7,18.03251,78.71865,195037
1372,PO_1372,Kasulabad,,postoffice,7,18.08627,78.65015,208395
1373,PO_1373,Khajapur,,postoffice,7,18.05761,78.38917,272018
1374,PO_1374,Khajipet -502316,502316,postoffice,7,17.81919,78.2749,304758
1375,PO_1375,Khazipoor,,postoffice,7,18.08498,78.5867,201579
1376,PO_1376,Kolgoor Bo -502278,502278,postoffice,7,17.9578,78.71049,251156
1377,PO_1377,Konapur -502102,502102,postoffice,7,18.11902,78.47729,201533
1378,PO_1378,Kondapuram,,postoffice,7,18.047,78.57179,201653
1379,PO_1379,Konyal -502314,502314,postoffice,7,17.76552,78.13311,296336
1380,PO_1380,Kuknoor,,postoffice,7,17.92037,78.32367,176453
1381,PO_1381,Kunthanpally -502335,502335,postoffice,7,17.85854,78.42615,168792
1382,PO_1382,Linga Purchase Bo -502313,502313,postoffice,7,17.78189,78.29977,171194
1383,PO_1383,Lingapur -502314,502314,postoffice,7,17.79319,78.14129,299685
1384,PO_1384,Nadikuda -508256,508256,postoffice,7,16.86548,79.1886,197504
1385,PO_1385,Lingapur Bo -502313,502313,postoffice,7,17.78201,78.29974,171244
1386,PO_1386,Majeedpally,,postoffice,7,17.82201,78.58165,272149
1387,PO_1387,Makkarajpet -502247,502247,postoffice,7,17.94942,78.52002,218506
1388,PO_1388,Manepalli,,postoffice,7,17.88536,78.28424,176450
1389,PO_1389,Mangalparthi,,postoffice,7,17.87553,78.30552,174014
1390,PO_1390,Mannewar Jalalpur,,postoffice,7,17.89503,78.30463,174024
1391,PO_1391,Manoharabad,,postoffice,7,17.76651,78.46824,271843
1392,PO_1392,Masaipet -502335,502335,postoffice,7,17.90521,78.46109,178888
1393,PO_1393,Pittalaguda -508256,508256,postoffice,7,16.89322,79.11349,180835
1394,PO_1394,Mirdoddi,,postoffice,7,18.07956,78.67808,208376
1395,PO_1395,Mirzapally,,postoffice,7,18.01712,78.41699,176463
1396,PO_1396,Mirzapally,,postoffice,7,18.01712,78.41699,176460
1397,PO_1397,Mirzapally,,postoffice,7,18.01712,78.41699,176459
1398,PO_1398,Mirzapally,,postoffice,7,18.01715,78.417,167953
1399,PO_1399,Moosapet -502313,502313,postoffice,7,17.74368,78.22642,168960
1400,PO_1400,Mothe,,postoffice,7,18.11093,78.6301,208392
1401,PO_1401,Mutrajpally -502316,502316,postoffice,7,17.83217,78.25594,302785
1402,PO_1402,Nacharam,,postoffice,7,17.82263,78.53379,272188
1403,PO_1403,Nagulapally -502335,502335,postoffice,7,17.86868,78.45716,168609
1404,PO_1404,Nagullapalli B.O -502313,502313,postoffice,7,17.75244,78.21419,169004
1405,PO_1405,Nagullapalli B.O -502313,502313,postoffice,7,17.75244,78.21419,169010
1406,PO_1406,Narlapur -502102,502102,postoffice,7,18.07452,78.54083,201559
1407,PO_1407,Narsapur -502313,502313,postoffice,7,17.73763,78.27784,168824
1408,PO_1408,Narsingee -502248,502248,postoffice,7,18.04429,78.42475,167927
1409,PO_1409,Naskal -502102,502102,postoffice,7,18.17113,78.54872,201693
1410,PO_1410,Nizampet -502102,502102,postoffice,7,18.12978,78.52744,201699
1411,PO_1411,Pallepahad B.O. -502301,502301,postoffice,7,17.94283,78.76281,193161
1412,PO_1412,Pambanda -502334,502334,postoffice,7,17.83997,78.38188,243063
1413,PO_1413,Panyal -502314,502314,postoffice,7,17.75132,78.12688,297028
1414,PO_1414,Parkibanda -502336,502336,postoffice,7,17.76488,78.43884,252049
1415,PO_1415,Pedda Chintha Junta Bo -502313,502313,postoffice,7,17.77425,78.26779,169261
1416,PO_1416,Pedda Gotimukla Bo. -502313,502313,postoffice,7,17.75315,78.37925,173206
1417,PO_1417,Peddamallareddy -503101,503101,postoffice,7,18.17313,78.46671,228758
1418,PO_1418,Tenepally -508256,508256,postoffice,7,16.87054,79.06749,181170
1419,PO_1419,Peddamasanpally B O -502372,502372,postoffice,7,18.01642,78.78902,178253
1420,PO_1420,Peddamasanpally B O -502372,502372,postoffice,7,18.01664,78.78913,354738
1421,PO_1421,Pidiched Bo -502278,502278,postoffice,7,17.90885,78.70623,247335
1422,PO_1422,Pillutla Bo. -502313,502313,postoffice,7,17.81032,78.32528,170877
1423,PO_1423,Pothareddypet -502102,502102,postoffice,7,18.12956,78.56955,201691
1424,PO_1424,Railapur -502316,502316,postoffice,7,17.83136,78.22779,302247
1425,PO_1425,Raipole Bo -502278,502278,postoffice,7,17.93829,78.62856,246961
1426,PO_1426,Ramasagar Bo -502278,502278,postoffice,7,17.89803,78.61798,246637
1427,PO_1427,Ramavaram Bo -502278,502278,postoffice,7,17.91574,78.58568,246795
1428,PO_1428,Ramayampet -502101,502101,postoffice,7,18.11829,78.43117,178307
1429,PO_1429,Ratnapur Bo. -502313,502313,postoffice,7,17.82669,78.34427,173209
1430,PO_1430,Ravelli -502336,502336,postoffice,7,17.81948,78.46698,271937
1431,PO_1431,Rayelapur,,postoffice,7,18.10209,78.49703,201546
1432,PO_1432,Reddipally -502255,502255,postoffice,7,17.98728,78.46997,168093
1433,PO_1433,Rudraram,,postoffice,7,18.08363,78.62802,201683
1434,PO_1434,Rustumpet -502313,502313,postoffice,7,17.74182,78.25595,168917
1435,PO_1435,Shankaraj Kondapur,,postoffice,7,17.98729,78.34726,291225
1436,PO_1436,Shankarampet -502248,502248,postoffice,7,17.98755,78.40517,272217
1437,PO_1437,Shivampet,,postoffice,7,17.7888,78.37178,173999
1438,PO_1438,Sikindaspur -502296,502296,postoffice,7,17.76144,78.1954,282394
1439,PO_1439,Singavatam Bo -502278,502278,postoffice,7,17.90641,78.72131,247275
1440,PO_1440,Sooraram,,postoffice,7,17.95087,78.3999,272220
1441,PO_1441,Surampally,,postoffice,7,17.98703,78.61167,218489
1442,PO_1442,Thadakapally B O -502114,502114,postoffice,7,18.06016,78.80192,178748
1443,PO_1443,Thirumalapur,,postoffice,7,17.94144,78.59659,271804
1444,PO_1444,Thoguta B.O. -502372,502372,postoffice,7,18.01352,78.71611,193200
1445,PO_1445,Toopran -502334,502334,postoffice,7,17.84411,78.47774,168375
1446,PO_1446,Tunki -502316,502316,postoffice,7,17.80752,78.22805,305938
1447,PO_1447,Uppulingapur,,postoffice,7,17.92896,78.36188,176455
1448,PO_1448,Velur -502336,502336,postoffice,7,17.80354,78.54534,271912
1449,PO_1449,Vemulaghat B.O. -502301,502301,postoffice,7,17.94665,78.7433,193164
1450,PO_1450,Venkatapur B O -502114,502114,postoffice,7,18.07844,78.77321,178655
1451,PO_1451,Venkatapur B O -502114,502114,postoffice,7,18.07844,78.77321,178729
1452,PO_1452,Venkatraopet Bo -502278,502278,postoffice,7,17.98412,78.67983,247763
1453,PO_1453,Waddepalli,,postoffice,7,17.87732,78.57693,272181
1454,PO_1454,Wadiaram,,postoffice,7,17.95921,78.46377,171614
1455,PO_1455,Yeldhurthy,,postoffice,7,17.9064,78.37305,169589
1456,PO_1456,Yellareddypet B O -502372,502372,postoffice,7,18.02783,78.76288,178336
1457,PO_1457,Zapthi Lingareddypally B.O. -502372,502372,postoffice,7,18.01141,78.69091,193186
1458,PO_1458,Zapti Shivnur,,postoffice,7,18.07324,78.4306,178432
1459,PO_1459,Kesireddy Pally -506221,506221,postoffice,7,17.84396,79.08544,166628
1460,PO_1460,506221 -506221,506221,postoffice,7,17.79787,78.99517,166969
1461,PO_1461,Ainapur -506355,506355,postoffice,7,17.90646,78.87611,167767
1462,PO_1462,Akkaram Bo -502311,502311,postoffice,7,17.82222,78.73974,245457
1463,PO_1463,Alimpur -506221,506221,postoffice,7,17.82633,79.01546,173340
1464,PO_1464,Alimpur -506221,506221,postoffice,7,17.82633,79.01551,166824
1465,PO_1465,Alirajpet B.O. -502281,502281,postoffice,7,17.78839,78.78136,193221
1466,PO_1466,Bandanagaram -506224,506224,postoffice,7,17.86202,79.05717,169538
1467,PO_1467,Chatllapally B.O. -502301,502301,postoffice,7,17.84418,78.85814,186005
1468,PO_1468,Chebarthy -502279,502279,postoffice,7,17.78245,78.73472,271813
1469,PO_1469,Chinna Kistapur B.O. -502301,502301,postoffice,7,17.87022,78.80891,186687
1470,PO_1470,Chiriyal -506223,506223,postoffice,7,17.92517,78.97113,173338
1471,PO_1471,Chunchanakota -506223,506223,postoffice,7,17.87462,78.9639,165952
1472,PO_1472,Chunchanakota -506223,506223,postoffice,7,17.87462,78.9639,165934
1473,PO_1473,Chunchanakota -506223,506223,postoffice,7,17.87462,78.9639,165978
1474,PO_1474,Chunchanakota -506223,506223,postoffice,7,17.87462,78.9639,165995
1475,PO_1475,Dabbakuntapally -506221,506221,postoffice,7,17.7955,78.94497,166835
1476,PO_1476,Dacharam Bo -502278,502278,postoffice,7,17.88175,78.72089,251137
1477,PO_1477,Doulapur B.O. -502281,502281,postoffice,7,17.77214,78.83687,193296
1478,PO_1478,Gangapur -506221,506221,postoffice,7,17.82797,78.99509,166827
1479,PO_1479,Gollapally B.O. -502281,502281,postoffice,7,17.80379,78.81882,186280
1480,PO_1480,Gouraram,,postoffice,7,17.77088,78.65858,272106
1481,PO_1481,Gujwail So -502278,502278,postoffice,7,17.84198,78.68314,246063
1482,PO_1482,Gurjakunta -506223,506223,postoffice,7,17.93941,79.01545,169944
1483,PO_1483,Guruvannapet -506355,506355,postoffice,7,17.87933,78.85728,167958
1484,PO_1484,Itikyal B.O. -502281,502281,postoffice,7,17.76535,78.77482,193247
1485,PO_1485,Jagadevpur S.O. -502281,502281,postoffice,7,17.76839,78.80637,193302
1486,PO_1486,Jalasingaram -508105,508105,postoffice,7,17.79683,78.88885,169693
1487,PO_1487,Kadavergu -506223,506223,postoffice,7,17.90728,78.93888,166599
1488,PO_1488,Katkur -506224,506224,postoffice,7,17.85838,79.02648,165955
1489,PO_1489,Katkur -506224,506224,postoffice,7,17.85838,79.02648,173342
1490,PO_1490,Katkur -506224,506224,postoffice,7,17.85839,79.02648,165754
1491,PO_1491,Katkur -506224,506224,postoffice,7,17.85838,79.02648,165727
1492,PO_1492,Kodakandla S.O. -502312,502312,postoffice,7,17.864,78.76111,193216
1493,PO_1493,Kodavatur -506221,506221,postoffice,7,17.82996,79.05211,166631
1494,PO_1494,Komuravelli -506355,506355,postoffice,7,17.93567,78.89166,167527
1495,PO_1495,Kondapak S O -502372,502372,postoffice,7,17.97244,78.8603,354807
1496,PO_1496,Kondapak S O -502372,502372,postoffice,7,17.97244,78.8603,358375
1497,PO_1497,Kondapak S.O. -502372,502372,postoffice,7,17.97251,78.86042,176120
1498,PO_1498,Konney -506221,506221,postoffice,7,17.81722,78.9563,166837
1499,PO_1499,Kuknoorpally S.O. -502301,502301,postoffice,7,17.8907,78.79631,193205
1500,PO_1500,Lingampalli -506223,506223,postoffice,7,17.82733,78.92663,166146
1501,PO_1501,Manghole B.O. -502301,502301,postoffice,7,17.91144,78.787,187242
1502,PO_1502,Mangole B.O. -502301,502301,postoffice,7,17.91144,78.787,187502
1503,PO_1503,Mangole B.O. -502301,502301,postoffice,7,17.91144,78.787,193154
1504,PO_1504,Markook -502279,502279,postoffice,7,17.75381,78.72118,272051
1505,PO_1505,Marmamula -506224,506224,postoffice,7,17.88133,79.04837,169602
1506,PO_1506,Meenajipet,,postoffice,7,17.76961,78.54827,271888
1507,PO_1507,Munigadapa B.O. -502312,502312,postoffice,7,17.81532,78.81826,186148
1508,PO_1508,Mustial -506224,506224,postoffice,7,17.89757,78.99711,165527
1509,PO_1509,Muthrajpalli Bo -502278,502278,postoffice,7,17.82513,78.68424,246169
1510,PO_1510,Mylavaram,,postoffice,7,17.80255,78.62984,272140
1511,PO_1511,Nagapuri -506223,506223,postoffice,7,17.86184,78.88486,166412
1512,PO_1512,Nagireddypally -506221,506221,postoffice,7,17.84276,78.96698,166831
1513,PO_1513,Narsaipally -506223,506223,postoffice,7,17.93939,79.01547,169732
1514,PO_1514,Nemtur,,postoffice,7,17.81536,78.59828,272145
1515,PO_1515,Padamatikesavapur -506223,506223,postoffice,7,17.92503,78.9711,169631
1516,PO_1516,Pamkunta -508105,508105,postoffice,7,17.76283,78.9068,192105
1517,PO_1517,Pamulaparthy -502279,502279,postoffice,7,17.7705,78.69539,272093
1518,PO_1518,Posanpally -506355,506355,postoffice,7,17.8786,78.87745,167865
1519,PO_1519,Pothireddypally -506223,506223,postoffice,7,17.88102,78.92038,166519
1520,PO_1520,Pregnapur S O -502311,502311,postoffice,7,17.83331,78.70535,245879
1521,PO_1521,Ramachandrapuram -506221,506221,postoffice,7,17.80281,78.98599,166851
1522,PO_1522,Rimmanaguda B.O. -502312,502312,postoffice,7,17.85905,78.74051,193312
1523,PO_1523,Salakpur Bo -506224,506224,postoffice,7,17.88697,79.03291,169624
1524,PO_1524,Salakpur Bo -506224,506224,postoffice,7,17.88697,79.03291,169739
1525,PO_1525,Salakpur Bo -506224,506224,postoffice,7,17.88697,79.03291,169623
1526,PO_1526,Salvapur -506223,506223,postoffice,7,17.8145,78.88303,166278
1527,PO_1527,Sircinagandla B O -502372,502372,postoffice,7,17.99687,78.83141,355105
1528,PO_1528,Sirigiripally Bo -502311,502311,postoffice,7,17.81968,78.72057,245580
1529,PO_1529,Sirsanagandla B.O. -502372,502372,postoffice,7,17.99681,78.83139,176209
1530,PO_1530,Theegul B.O. -502311,502311,postoffice,7,17.81943,78.76756,245254
1531,PO_1531,Thigul Narsapoor -502301,502301,postoffice,7,17.8599,78.8574,185857
1532,PO_1532,Thimmapur B.O. -502312,502312,postoffice,7,17.84302,78.79416,186907
1533,PO_1533,Thimmareddy Pally B.O. -502372,502372,postoffice,7,17.9371,78.85601,176035
1534,PO_1534,Thipparam B O -502301,502301,postoffice,7,17.9082,78.75272,193953
1535,PO_1535,Vechareni -506223,506223,postoffice,7,17.93528,78.94324,167410
1536,PO_1536,Veerannapet Bo -506224,506224,postoffice,7,17.86978,78.99144,169652
1537,PO_1537,Wargal,,postoffice,7,17.77325,78.61558,272137
1538,PO_1538,Wattipally B.O. -502312,502312,postoffice,7,17.82311,78.85225,186491
1539,PO_1539,Yerraballi -502279,502279,postoffice,7,17.75898,78.75393,272029
1540,PO_1540,Yerraballi B.O. -502301,502301,postoffice,7,17.92512,78.77289,193316
1541,PO_1541,Zapthi Nacharam B.O. -502372,502372,postoffice,7,17.99284,78.86735,176178
1542,PO_1542,506221 -506221,506221,postoffice,7,17.77223,79.07384,166974
1543,PO_1543,506221 -506221,506221,postoffice,7,17.76814,79.04599,166973
