sr,stop_id,stop_name,stop_desc,source,rank,stop_lat,stop_lon,po_code
337,PO_337,Koltur -500101,500101,postoffice,7,17.64158,78.64213,224971
338,PO_338,Komdapur -500084,500084,postoffice,7,17.4655,78.36216,170529
339,PO_339,Kompalli So -500100,500100,postoffice,7,17.5446,78.48887,177771
340,PO_340,Kondamadugu -508126,508126,postoffice,7,17.49106,78.76907,196053
341,PO_341,Korremal -500088,500088,postoffice,7,17.40477,78.66784,171443
342,PO_342,Kothaguda -500084,500084,postoffice,7,17.46491,78.36641,170554
343,PO_343,Kowkoor -500010,500010,postoffice,7,17.52601,78.53294,246952
344,PO_344,Kphb Colony -500085,500085,postoffice,7,17.48904,78.39563,168754
345,PO_345,Kuchavaram -502336,502336,postoffice,7,17.73095,78.46623,271852
346,PO_346,Kukatpally -500072,500072,postoffice,7,17.48386,78.4117,169136
347,PO_347,Kulsumpura Po -500006,500006,postoffice,7,17.37573,78.44437,174374
348,PO_348,Kushaiguda -500062,500062,postoffice,7,17.4793,78.57119,185107
349,PO_349,Kyasaram -500101,500101,postoffice,7,17.63412,78.65574,228032
350,PO_350,Lalgadi Malakpet -500101,500101,postoffice,7,17.63088,78.60954,228240
351,PO_351,Lallaguda -500017,500017,postoffice,7,17.43535,78.52888,172807
352,PO_352,Lallapet -500017,500017,postoffice,7,17.43434,78.54025,166547
353,PO_353,Langarhouse -500008,500008,postoffice,7,17.37589,78.42017,168865
354,PO_354,Lic Division Sub Post Office -500063,500063,postoffice,7,17.40729,78.47113,163863
355,PO_355,Lingampalli -500019,500019,postoffice,7,17.47979,78.31448,165136
356,PO_356,M.G.Road S.O. -500003,500003,postoffice,7,17.43129,78.49102,166132
357,PO_357,Madhapur -500081,500081,postoffice,7,17.44448,78.39252,170658
358,PO_358,Madhapuram -508117,508117,postoffice,7,17.63251,78.77345,196139
359,PO_359,Maharajpet -501203,501203,postoffice,7,17.41894,78.23369,233436
360,PO_360,Malakpet Colony So -500036,500036,postoffice,7,17.37887,78.51632,174723
361,PO_361,Malkajgiri -500047,500047,postoffice,7,17.44843,78.53655,166091
362,PO_362,Malkapur -501503,501503,postoffice,7,17.32484,78.1724,226299
363,PO_363,Malkapur -501503,501503,postoffice,7,17.32483,78.1724,226163
364,PO_364,Malkapur -501503,501503,postoffice,7,17.32484,78.1724,226261
365,PO_365,Mallapa Bo -500076,500076,postoffice,7,17.44339,78.5691,270260
366,PO_366,Mamidial,,postoffice,7,17.74336,78.69597,272095
367,PO_367,Manchirevula -500089,500089,postoffice,7,17.37792,78.35411,169678
368,PO_368,Mangalhat Po -500006,500006,postoffice,7,17.37667,78.46069,175099
369,PO_369,Manovikasnagar -500009,500009,postoffice,7,17.46932,78.48975,166280
370,PO_370,Mansoorabad -500068,500068,postoffice,7,17.35186,78.56249,301925
371,PO_371,Manuu So -500032,500032,postoffice,7,17.42908,78.36208,164075
372,PO_372,Maryal -508117,508117,postoffice,7,17.56757,78.80965,223071
373,PO_373,Matrusrinagar -500049,500049,postoffice,7,17.49431,78.36812,184072
374,PO_374,Medchal -501401,501401,postoffice,7,17.63497,78.48322,185896
375,PO_375,Medchal -501401,501401,postoffice,7,17.63496,78.48319,224532
376,PO_376,Medipalli -500098,500098,postoffice,7,17.40966,78.60366,178529
377,PO_377,Medipally -501203,501203,postoffice,7,17.41348,78.28592,232749
378,PO_378,Mig Colony S O -502032,502032,postoffice,7,17.482,78.30236,170876
379,PO_379,Mig Colony S O -502032,502032,postoffice,7,17.482,78.30236,176396
380,PO_380,Moazzampura Po -500001,500001,postoffice,7,17.39209,78.45746,167934
381,PO_381,Moghalpura -500002,500002,postoffice,7,17.35786,78.47665,177604
382,PO_382,Moinabad -501504,501504,postoffice,7,17.3265,78.274,177685
383,PO_383,Mudimyal -501503,501503,postoffice,7,17.33432,78.20096,226479
384,PO_384,Mudimyal -501503,501503,postoffice,7,17.33432,78.20096,227026
385,PO_385,Muduchintalpally -500101,500101,postoffice,7,17.65186,78.68871,226245
386,PO_386,Mulugu -502279,502279,postoffice,7,17.74251,78.62965,272131
387,PO_387,Muradnagar -500028,500028,postoffice,7,17.38552,78.45011,174278
388,PO_388,Musheerabad Dso -500020,500020,postoffice,7,17.41807,78.49937,167853
389,PO_389,Musheerabad Ndso -500020,500020,postoffice,7,17.404,78.49563,167703
390,PO_390,Nagaram S.O -500083,500083,postoffice,7,17.48696,78.60256,179730
391,PO_391,Naginenipalli -508126,508126,postoffice,7,17.52659,78.77182,196073
392,PO_392,Nallakunta So -500044,500044,postoffice,7,17.3982,78.50514,174147
393,PO_393,Nampally Sorting Office Hyderabad -500001,500001,postoffice,7,17.38753,78.47646,163278
394,PO_394,Nanakramguda -500008,500008,postoffice,7,17.41932,78.35178,171351
395,PO_395,Narayanaguda Sub Post Office -500029,500029,postoffice,7,17.39576,78.48607,163726
396,PO_396,Narsampally,,postoffice,7,17.71128,78.6659,272109
397,PO_397,Narsingi -500089,500089,postoffice,7,17.38831,78.35462,169728
398,PO_398,Nehrunagar -500026,500026,postoffice,7,17.44842,78.50791,170011
399,PO_399,Neredmet So -500056,500056,postoffice,7,17.46871,78.54803,167392
400,PO_400,New Mla Quarters -500063,500063,postoffice,7,17.40435,78.47331,163911
401,PO_401,New Nallakunta So -500044,500044,postoffice,7,17.39755,78.51017,174232
402,PO_402,Ngri -500007,500007,postoffice,7,17.4084,78.55361,170626
403,PO_403,Nisa Hakimpet -500078,500078,postoffice,7,17.532,78.51565,178382
404,PO_404,Nizampet -500090,500090,postoffice,7,17.51745,78.38246,178595
405,PO_405,O/o Post Master General Huderabad Region -500001,500001,postoffice,7,17.38774,78.47589,162138
406,PO_406,Oils Umpire Is Going -500006,500006,postoffice,7,17.37577,78.44438,172806
407,PO_407,Old Malakpetso -50003601,500036,postoffice,7,17.38346,78.5053,268513
408,PO_408,Osman Nagar So -500036,500036,postoffice,7,17.37143,78.50117,172944
409,PO_409,P And T Colony -500060,500060,postoffice,7,17.36402,78.5255,171805
410,PO_410,Padmaraonagar -500025,500025,postoffice,7,17.42285,78.50607,167914
411,PO_411,Pallipahad -508117,508117,postoffice,7,17.6036,78.81655,196148
412,PO_412,Parishram Bhawan -500004,500004,postoffice,7,17.40152,78.47503,168189
413,PO_413,Parishram Bhawan Sub Post Office -500004,500004,postoffice,7,17.40155,78.47518,163940
414,PO_414,Parishrambhawan -500004,500004,postoffice,7,17.40167,78.47508,168227
415,PO_415,Pedda Laxmapur -500101,500101,postoffice,7,17.66336,78.70022,225797
416,PO_416,Pedda Mangalaram -501504,501504,postoffice,7,17.33709,78.25818,177939
417,PO_417,Peerlapally B.O. -502281,502281,postoffice,7,17.73914,78.80976,193292
418,PO_418,Peers Adi Gud A Bo -500039,500039,postoffice,7,17.40644,78.59155,270796
419,PO_419,Picket -500009,500009,postoffice,7,17.4539,78.49974,166201
420,PO_420,Picket -500009,500009,postoffice,7,17.45393,78.49967,166148
421,PO_421,Ponnal -500078,500078,postoffice,7,17.60204,78.62864,197520
422,PO_422,Postal Store Depot . Hyderabad -500025,500025,postoffice,7,17.42279,78.50606,167955
423,PO_423,Pragathinagar -500090,500090,postoffice,7,17.51742,78.39735,232044
424,PO_424,Prakashamnagar -500016,500016,postoffice,7,17.44141,78.46917,168848
425,PO_425,Proddatur -501203,501203,postoffice,7,17.41894,78.23369,233645
426,PO_426,Pudur B.O -501401,501401,postoffice,7,17.62,78.52725,230506
427,PO_427,Putlibouli So -500095,500095,postoffice,7,17.38693,78.48788,162324
428,PO_428,Putlibowli Sub Post Office -500095,500095,postoffice,7,17.38695,78.48775,163997
429,PO_429,Pyaravaram -508117,508117,postoffice,7,17.60971,78.72639,196126
430,PO_430,R.R District Courts So -500074,500074,postoffice,7,17.3533,78.54756,193274
431,PO_431,Rail Nilayam -500025,500025,postoffice,7,17.43933,78.50868,172413
432,PO_432,Raj Bhavan Po -500041,500041,postoffice,7,17.4185,78.46147,169015
433,PO_433,Rajapet -508105,508105,postoffice,7,17.73261,78.92025,192127
434,PO_434,Rajbollaram B.O -501401,501401,postoffice,7,17.63814,78.5358,230799
435,PO_435,Rajendranagar -500030,500030,postoffice,7,17.3225,78.40009,179684
436,PO_436,Rajiv Gruha Kalpa -500088,500088,postoffice,7,17.43029,78.67006,171292
437,PO_437,Rama Krishnapuram -500102,500102,postoffice,7,17.36725,78.55138,166763
438,PO_438,Ramakrishna Mutt Sub Post Office -500029,500029,postoffice,7,17.41131,78.4825,163785
439,PO_439,Ramakrishnapuram So -500056,500056,postoffice,7,17.47169,78.54011,167417
440,PO_440,Ramalingampalli -508126,508126,postoffice,7,17.58005,78.69774,196103
441,PO_441,Rampally -501301,501301,postoffice,7,17.469,78.64439,226394
442,PO_442,Rampally Dayara -501301,501301,postoffice,7,17.50041,78.65883,226698
443,PO_443,Ranga Reddy Nagar -500037,500037,postoffice,7,17.49479,78.4267,178190
444,PO_444,Ravalkole B.O -501401,501401,postoffice,7,17.65944,78.52415,230269
445,PO_445,Renikunta -508105,508105,postoffice,7,17.71545,78.90817,167922
446,PO_446,Rustapur -508117,508117,postoffice,7,17.58304,78.83874,196154
447,PO_447,Sahifa -500024,500024,postoffice,7,17.37696,78.49483,163933
448,PO_448,Saidabad Colony So -500059,500059,postoffice,7,17.36148,78.5131,171135
449,PO_449,Sainikpuri -500094,500094,postoffice,7,17.48906,78.30862,218622
450,PO_450,Sainikpuri -500094,500094,postoffice,7,17.49023,78.54131,169323
451,PO_451,Sainikpuri -500094,500094,postoffice,7,17.49023,78.54131,169306
452,PO_452,Sakkubai Nagar -500008,500008,postoffice,7,17.40604,78.39596,170895
453,PO_453,Sanathnagar Colony -500018,500018,postoffice,7,17.45144,78.44539,165470
454,PO_454,Sanathnagar Ie So -500018,500018,postoffice,7,17.45895,78.44317,163340
455,PO_455,Annasagar Bo -509382,509382,postoffice,7,16.76016,78.11155,171129
456,PO_456,Sanathnagarie -500018,500018,postoffice,7,17.47442,78.44662,163385
457,PO_457,Sanjeev Reddy Nagar P O -500038,500038,postoffice,7,17.43776,78.44377,171343
458,PO_458,Aithole -509209,509209,postoffice,7,16.61469,78.34727,299618
459,PO_459,Sanskruthi Town Ship -500088,500088,postoffice,7,17.44163,78.65073,171089
460,PO_460,Aithole -509209,509209,postoffice,7,16.61478,78.34724,296472
461,PO_461,Saroor Nagar -500035,500035,postoffice,7,17.36612,78.53897,166162
462,PO_462,Aithole -509209,509209,postoffice,7,16.61478,78.34724,296505
463,PO_463,Sbh So -500001,500001,postoffice,7,17.39443,78.47593,168091
464,PO_464,Secunderabad Hpo -500003,500003,postoffice,7,17.43932,78.49431,386584
465,PO_465,Seetarampet Po -500001,500001,postoffice,7,17.38173,78.46519,177454
466,PO_466,Seminar Bo -500013,500013,postoffice,7,17.39356,78.54449,269814
467,PO_467,Shahalibanda -500065,500065,postoffice,7,17.35025,78.47241,179942
468,PO_468,Shamirpet So -500101,500101,postoffice,7,17.59409,78.57491,169656
469,PO_469,Shanthi Hagar -500028,500028,postoffice,7,17.40123,78.45564,167493
470,PO_470,Shanti Nagar Po -500028,500028,postoffice,7,17.40135,78.4557,167779
471,PO_471,Appajipally -509406,509406,postoffice,7,16.64262,78.227,245793
472,PO_472,Shivrampally B O -500052,500052,postoffice,7,17.327,78.42811,279082
473,PO_473,Sitaphalmandi Post Office -500061,500061,postoffice,7,17.41847,78.51959,163521
474,PO_474,Snehapuri Colony -500076,500076,postoffice,7,17.42299,78.54578,190582
475,PO_475,Avancha Bo -509302,509302,postoffice,7,16.7118,78.24983,264636
476,PO_476,Somajiguda P O -500082,500082,postoffice,7,17.41928,78.45629,171109
477,PO_477,Ayyawripally -509357,509357,postoffice,7,16.71587,78.28745,283399
478,PO_478,Sr Nagar -500038,500038,postoffice,7,17.4383,78.44677,163322
479,PO_479,Ballanpally -509215,509215,postoffice,7,16.62344,78.31045,252774
480,PO_480,Sr Nagar So -500038,500038,postoffice,7,17.43731,78.44359,163381
481,PO_481,Srinagar Colony -500073,500073,postoffice,7,17.4326,78.44689,163763
482,PO_482,Sripuram Colony Bo -500036,500036,postoffice,7,17.37649,78.51382,273036
483,PO_483,Bavajipally -509406,509406,postoffice,7,16.66677,78.19302,253000
484,PO_484,Suchitra Junction -500067,500067,postoffice,7,17.50902,78.47533,169263
485,PO_485,Bhalanpally -509215,509215,postoffice,7,16.62342,78.31042,252718
486,PO_486,Survey Of India -500039,500039,postoffice,7,17.40491,78.55493,201842
487,PO_487,Svpnpa -500052,500052,postoffice,7,17.32806,78.43594,179088
488,PO_488,Swarjya Nagar -500018,500018,postoffice,7,17.45456,78.42298,163300
489,PO_489,Boinpally -509357,509357,postoffice,7,16.73744,78.34613,262170
490,PO_490,Tadban -500064,500064,postoffice,7,17.34649,78.45359,263334
491,PO_491,Tarnaka -500007,500007,postoffice,7,17.42443,78.53455,166543
492,PO_492,Buddasamudramboa/wtownjadcherlaso -509302,509302,postoffice,7,16.69368,78.27792,264688
493,PO_493,Thimaipally -501301,501301,postoffice,7,17.54594,78.61707,227175
494,PO_494,Thumkunta -500078,500078,postoffice,7,17.56485,78.55556,200458
495,PO_495,Chilver,,postoffice,7,16.72824,78.25916,284222
496,PO_496,Thunki -502336,502336,postoffice,7,17.7585,78.57292,271894
497,PO_497,Tolichowki -500008,500008,postoffice,7,17.39909,78.41212,170788
498,PO_498,Trimulgherry H.O -500015,500015,postoffice,7,17.47868,78.50972,167359
499,PO_499,Tunki Bollaram,,postoffice,7,17.72932,78.59045,272123
500,PO_500,Turkapalli -508115,508115,postoffice,7,17.65295,78.82834,174661
501,PO_501,Turkapallyyadaram -500101,500101,postoffice,7,17.67238,78.59385,224603
502,PO_502,Uddamarri -500078,500078,postoffice,7,17.61712,78.67838,197663
503,PO_503,Uppal S.O -500039,500039,postoffice,7,17.40314,78.56162,175472
504,PO_504,Uppuguda -500053,500053,postoffice,7,17.34338,78.47794,180117
505,PO_505,Urella -501503,501503,postoffice,7,17.35496,78.13138,227867
506,PO_506,Vaishali Nagar -500079,500079,postoffice,7,17.34576,78.52033,170884
507,PO_507,Vaishalinagar -500079,500079,postoffice,7,17.34594,78.52036,162617
508,PO_508,Vardharajupuram B.O. -502281,502281,postoffice,7,17.73564,78.76605,193262
509,PO_509,Donur -509357,509357,postoffice,7,16.78977,78.26564,251063
510,PO_510,Vasalamari -508115,508115,postoffice,7,17.67168,78.81184,174944
511,PO_511,Donur,,postoffice,7,16.78971,78.26575,306596
512,PO_512,Veerareddipalli -508115,508115,postoffice,7,17.71352,78.82899,198803
513,PO_513,Vengalrao Nagar -500038,500038,postoffice,7,17.44395,78.44028,164989
514,PO_514,Edurepally -509406,509406,postoffice,7,16.66192,78.21742,177769
515,PO_515,Venkatapuram -508115,508115,postoffice,7,17.64383,78.86782,198808
516,PO_516,Gangapur -509302,509302,postoffice,7,16.7724,78.19209,201723
517,PO_517,Vidhansabha -500004,500004,postoffice,7,17.40155,78.46935,167436
518,PO_518,Vidyanagar So -500044,500044,postoffice,7,17.40766,78.51089,175481
519,PO_519,Gattuippalapally -509320,509320,postoffice,7,16.80036,78.44221,254327
520,PO_520,Vijaya Nagar Colony Po -500057,500057,postoffice,7,17.39454,78.45193,168557
521,PO_521,Vikasnagar -500093,500093,postoffice,7,17.4755,78.45873,167323
522,PO_522,Gollapally -509301,509301,postoffice,7,16.81632,78.1666,255922
523,PO_523,Vivekananda Nagar Colony -500072,500072,postoffice,7,17.49349,78.41018,168991
524,PO_524,Wadaparti -508117,508117,postoffice,7,17.55933,78.83149,223075
525,PO_525,Wattinagulapally By,,postoffice,7,17.41758,78.29258,173165
526,PO_526,Yadgarpally -501301,501301,postoffice,7,17.54597,78.63243,227043
527,PO_527,Gudiganipalli,,postoffice,7,16.67335,78.3368,298705
528,PO_528,Yakutpura S.O. -500023,500023,postoffice,7,17.36231,78.48645,177588
529,PO_529,Yousufguda -500045,500045,postoffice,7,17.43773,78.42776,163261
530,PO_530,Gummakonda -509406,509406,postoffice,7,16.64775,78.19997,245430
531,PO_531,Zamistanpur -500020,500020,postoffice,7,17.41382,78.50524,167797
532,PO_532,Zindathilasmath. Bo -500013,500013,postoffice,7,17.38778,78.51072,269073
533,PO_533,506201 -506201,506201,postoffice,7,17.62016,79.1864,168465
534,PO_534,506221 -506221,506221,postoffice,7,17.75268,79.03535,166972
535,PO_535,Ippalapally -509406,509406,postoffice,7,16.68547,78.20238,177857
536,PO_536,Alir -508101,508101,postoffice,7,17.64439,79.04748,178900
537,PO_537,Ambala -508277,508277,postoffice,7,17.49042,79.24213,196371
538,PO_538,Anajipur -508285,508285,postoffice,7,17.45941,78.90372,183999
539,PO_539,Anantaram -508117,508117,postoffice,7,17.51358,78.84546,223068
540,PO_540,Anantaram -508101,508101,postoffice,7,17.56204,79.18189,179007
541,PO_541,Arroor -508112,508112,postoffice,7,17.39112,79.09141,180777
542,PO_542,Atmakur -508111,508111,postoffice,7,17.47394,79.14146,202186
543,PO_543,Bandaravirala -501505,501505,postoffice,7,17.38668,78.71677,265887
544,PO_544,Kodparthy -509406,509406,postoffice,7,16.63082,78.22865,246473
545,PO_545,Baswapur -508117,508117,postoffice,7,17.56487,78.89573,198817
546,PO_546,Batasingaram -501512,501512,postoffice,7,17.30084,78.72705,266998
547,PO_547,Bhattuguda -508126,508126,postoffice,7,17.41996,78.83805,173111
548,PO_548,Bhongir -508116,508116,postoffice,7,17.52152,78.89436,176079
549,PO_549,Bhongir Gunj -508117,508117,postoffice,7,17.51354,78.88332,174650
550,PO_550,Bibinagar -508126,508126,postoffice,7,17.4716,78.79489,170810
551,PO_551,Kothapally B.O -509357,509357,postoffice,7,16.75428,78.2293,246508
552,PO_552,Bollepalli -508285,508285,postoffice,7,17.40855,78.92728,183747
553,PO_553,Kothur,,postoffice,7,16.6954,78.31304,297931
554,PO_554,Bollepally -508285,508285,postoffice,7,17.40856,78.92726,183780
555,PO_555,Bondugula -508105,508105,postoffice,7,17.76953,78.96613,192067
556,PO_556,Brahmanapalli -508126,508126,postoffice,7,17.43841,78.81788,173109
557,PO_557,Chada -508111,508111,postoffice,7,17.49922,79.07424,187880
558,PO_558,Challoor -508105,508105,postoffice,7,17.6831,78.92603,192253
559,PO_559,Chandepalli -508111,508111,postoffice,7,17.53235,79.09954,187889
560,PO_560,Chandupatla -508286,508286,postoffice,7,17.50612,78.98023,187860
561,PO_561,Madharam -509320,509320,postoffice,7,16.67383,78.36796,254293
562,PO_562,Cheemalakondur -508286,508286,postoffice,7,17.52228,79.01076,187914
563,PO_563,China Kondur -508252,508252,postoffice,7,17.29952,78.90041,335671
564,PO_564,Chinakandukur -508286,508286,postoffice,7,17.60192,79.016,181683
565,PO_565,Chitakodur -506167,506167,postoffice,7,17.74685,79.17233,167693
566,PO_566,Choller -508286,508286,postoffice,7,17.551,78.99995,187908
567,PO_567,Malleboinpally B.O -509302,509302,postoffice,7,16.75239,78.10278,247744
568,PO_568,Datarpalli -508115,508115,postoffice,7,17.5932,78.89771,198813
569,PO_569,Dudi Venkatapuram -508105,508105,postoffice,7,17.70122,78.97427,192050
570,PO_570,Edulabad -501301,501301,postoffice,7,17.41912,78.71036,230003
571,PO_571,Edullaguda -508112,508112,postoffice,7,17.38152,78.96673,184152
572,PO_572,Gokaram -508252,508252,postoffice,7,17.34355,78.97529,335274
573,PO_573,Marepally -509406,509406,postoffice,7,16.66381,78.26248,193684
574,PO_574,Golankonda -508101,508101,postoffice,7,17.59003,79.13434,179044
575,PO_575,Midjil -509357,509357,postoffice,7,16.74418,78.32258,172018
576,PO_576,Gouraipalli -508105,508105,postoffice,7,17.66748,78.94829,198798
577,PO_577,Gowrelly -501505,501505,postoffice,7,17.37751,78.67229,264863
578,PO_578,Nasarullabad Bo -509302,509302,postoffice,7,16.72854,78.19732,264772
579,PO_579,Guduru -508126,508126,postoffice,7,17.49194,78.823,171036
580,PO_580,Hanumapuram -508117,508117,postoffice,7,17.54229,78.85315,174645
581,PO_581,Nerellapally Bo -509302,509302,postoffice,7,16.67235,78.29203,288656
582,PO_582,Hayat Nagar -501505,501505,postoffice,7,17.3274,78.60638,166828
583,PO_583,Ikkurthi -508286,508286,postoffice,7,17.60217,79.07054,183112
584,PO_584,Inderial -508284,508284,postoffice,7,17.38944,78.87291,206862
585,PO_585,Inkerial -508126,508126,postoffice,7,17.41181,78.76024,173114
586,PO_586,Jangaon Bazaar -506175,506175,postoffice,7,17.72013,79.16151,163929
587,PO_587,Papagal -509209,509209,postoffice,7,16.6634,78.31159,299909
588,PO_588,Jangaon Bazaar -506175,506175,postoffice,7,17.72014,79.16148,164191
589,PO_589,Jangaon H O -506167,506167,postoffice,7,17.7245,79.15225,163585
590,PO_590,Jangaon Head Post Office -506167,506167,postoffice,7,17.7245,79.15238,163526
591,PO_591,Jangaon Head Post Office -506167,506167,postoffice,7,17.7245,79.15238,163635
592,PO_592,Jeedikal -506201,506201,postoffice,7,17.60396,79.15848,168787
593,PO_593,Jiblakpalli -508284,508284,postoffice,7,17.31453,78.86444,208008
594,PO_594,Julur -508284,508284,postoffice,7,17.3867,78.78514,206816
595,PO_595,Polepally B.O -509302,509302,postoffice,7,16.8239,78.11856,247753
596,PO_596,Kacharam -508115,508115,postoffice,7,17.65409,78.9918,198797
597,PO_597,Kallem -506201,506201,postoffice,7,17.66043,79.15741,168771
598,PO_598,Kamchanapalli -508285,508285,postoffice,7,17.44397,78.99752,182411
599,PO_599,Pothreddypally -209215,209215,postoffice,7,16.60884,78.26311,252397
600,PO_600,Pothreddypally -509215,509215,postoffice,7,16.60891,78.26305,252619
601,PO_601,Katepalli -508111,508111,postoffice,7,17.48614,79.04694,187875
602,PO_602,Pothreddypally -509215,509215,postoffice,7,16.60891,78.26305,252411
603,PO_603,Kavadpalli -501505,501505,postoffice,7,17.33487,78.69763,266376
604,PO_604,Khapraipalli -508111,508111,postoffice,7,17.46683,79.22192,202180
605,PO_605,Rachel A Pally Bo -509320,509320,postoffice,7,16.6921,78.39787,253968
606,PO_606,Kolanpaka -508101,508101,postoffice,7,17.69291,79.03491,192038
607,PO_607,Rachel A Pally Bo -509320,509320,postoffice,7,16.6921,78.39787,253923
608,PO_608,Rachel A Pally Bo -509320,509320,postoffice,7,16.6921,78.39787,253977
609,PO_609,Ram Reddy Pally Bo -509320,509320,postoffice,7,16.76607,78.39288,253429
610,PO_610,Kollur -508101,508101,postoffice,7,17.61743,79.09244,178929
611,PO_611,Ram Reddy Pally Bo -509320,509320,postoffice,7,16.76607,78.39288,253412
612,PO_612,Koratikal -508111,508111,postoffice,7,17.49448,79.15913,202184
613,PO_613,Kothapally -506303,506303,postoffice,7,17.64636,79.22713,167823
614,PO_614,Revally -509357,509357,postoffice,7,16.71016,78.37382,299792
615,PO_615,Kunoor -508286,508286,postoffice,7,17.53276,78.97272,253437
616,PO_616,Kuntloor -501505,501505,postoffice,7,17.34283,78.6268,264189
617,PO_617,Sirsawada -509209,509209,postoffice,7,16.63539,78.34491,299819
618,PO_618,Lingala Ghanpur -506201,506201,postoffice,7,17.66149,79.19689,168776
619,PO_619,Stn Jadcherla -509301,509301,postoffice,7,16.75519,78.14369,166294
620,PO_620,Mallapur -508115,508115,postoffice,7,17.63052,78.91187,198810
621,PO_621,Maqdoompalli -508285,508285,postoffice,7,17.45939,78.87062,184040
622,PO_622,Maqdoompalli -508285,508285,postoffice,7,17.4594,78.87057,184046
623,PO_623,Thimmajipet So -509406,509406,postoffice,7,16.66704,78.19307,177720
624,PO_624,U R Kinda Boygh -509320,509320,postoffice,7,16.73192,78.41163,252550
625,PO_625,Urkondapet F -509320,509320,postoffice,7,16.74594,78.43335,252804
626,PO_626,Masaipet -508115,508115,postoffice,7,17.63642,78.96594,198795
627,PO_627,Valluru B.O -509302,509302,postoffice,7,16.80413,78.0799,247749
628,PO_628,Matoor -508286,508286,postoffice,7,17.57928,79.10229,183094
629,PO_629,Vaspul,,postoffice,7,16.77906,78.26908,285335
630,PO_630,Medipalli -508117,508117,postoffice,7,17.53657,78.8239,223069
631,PO_631,Meerpet S.O. -500097,500097,postoffice,7,17.32096,78.53047,177566
632,PO_632,Mogilipaka -508112,508112,postoffice,7,17.42769,79.06429,181270
633,PO_633,Motakondur -508286,508286,postoffice,7,17.54928,79.05021,187903
634,PO_634,Veljal B O -509357,509357,postoffice,7,16.81731,78.3626,196456
635,PO_635,Mungala Thurkapalli -508112,508112,postoffice,7,17.42839,79.10802,180615
636,PO_636,Vemula -509357,509357,postoffice,7,16.78442,78.3191,281664
637,PO_637,Muripirala -508111,508111,postoffice,7,17.48969,79.13243,202185
638,PO_638,Wadiyala -509357,509357,postoffice,7,16.75159,78.31383,282188
639,PO_639,Nagaram -508112,508112,postoffice,7,17.35695,79.02945,184216
640,PO_640,Namila -508105,508105,postoffice,7,17.72828,78.94786,192091
